episode,shaped_reward,success,steps
5697,-11.42000000,0,143
5698,-10.15000000,0,16
5699,-10.30000000,0,31
5700,-11.32000000,0,133
5701,-10.09000000,0,10
5702,-10.05000000,0,6
5703,9.18000000,1,83
5704,-10.30000000,0,31
5705,-10.11000000,0,12
5706,-10.34000000,0,35
5707,-10.12000000,0,13
5708,-10.05000000,0,6
5709,-10.68000000,0,69
5710,-10.37000000,0,38
5711,-10.27000000,0,28
5712,-10.14000000,0,15
5713,-10.57000000,0,58
5714,-10.14000000,0,15
5715,-10.20000000,0,21
5716,-10.04000000,0,5
5717,-10.35000000,0,36
5718,-10.17000000,0,18
5719,-10.39000000,0,40
5720,-10.06000000,0,7
5721,-10.30000000,0,31
5722,-10.35000000,0,36
5723,-10.28000000,0,29
5724,-10.83000000,0,84
5725,-10.19000000,0,20
5726,-10.19000000,0,20
5727,-10.21000000,0,22
5728,-10.21000000,0,22
5729,-11.28000000,0,129
5730,-10.08000000,0,9
5731,-10.20000000,0,21
5732,-10.10000000,0,11
5733,-10.17000000,0,18
5734,-10.22000000,0,23
5735,-10.30000000,0,31
5736,-10.06000000,0,7
5737,-10.16000000,0,17
5738,-10.25000000,0,26
5739,-10.22000000,0,23
5740,-10.37000000,0,38
5741,-10.13000000,0,14
5742,-10.17000000,0,18
5743,-10.10000000,0,11
5744,-10.20000000,0,21
5745,-10.14000000,0,15
5746,-10.43000000,0,44
5747,-10.25000000,0,26
5748,-10.24000000,0,25
5749,-10.83000000,0,84
5750,-10.33000000,0,34
5751,-10.09000000,0,10
5752,-10.19000000,0,20
5753,-10.33000000,0,34
5754,-10.15000000,0,16
5755,-10.26000000,0,27
5756,-10.27000000,0,28
5757,-10.21000000,0,22
5758,-10.10000000,0,11
5759,-10.10000000,0,11
5760,-10.18000000,0,19
5761,-10.19000000,0,20
5762,-10.15000000,0,16
5763,-10.07000000,0,8
5764,-10.20000000,0,21
5765,-10.12000000,0,13
5766,-10.72000000,0,73
5767,-10.64000000,0,65
5768,-10.69000000,0,70
5769,-10.47000000,0,48
5770,-10.41000000,0,42
5771,9.40000000,1,61
5772,-10.13000000,0,14
5773,-10.28000000,0,29
5774,-10.91000000,0,92
5775,-10.28000000,0,29
5776,-10.06000000,0,7
5777,-10.18000000,0,19
5778,-10.15000000,0,16
5779,-10.12000000,0,13
5780,-10.20000000,0,21
5781,-10.16000000,0,17
5782,-10.61000000,0,62
5783,-10.05000000,0,6
5784,-10.15000000,0,16
5785,9.38000000,1,63
5786,9.27000000,1,74
5787,-10.64000000,0,65
5788,-11.14000000,0,115
5789,-10.96000000,0,97
5790,-11.52000000,0,153
5791,8.96000000,1,105
5792,-10.55000000,0,56
5793,9.11000000,1,90
5794,-10.20000000,0,21
5795,-10.36000000,0,37
5796,-10.63000000,0,64
5797,-10.20000000,0,21
5798,-10.10000000,0,11
5799,-10.24000000,0,25
5800,-10.17000000,0,18
5801,-10.27000000,0,28
5802,-10.53000000,0,54
5803,-10.70000000,0,71
5804,-10.03000000,0,4
5805,-11.17000000,0,118
5806,-10.20000000,0,21
5807,-10.19000000,0,20
5808,-10.19000000,0,20
5809,-10.34000000,0,35
5810,-10.20000000,0,21
5811,-10.26000000,0,27
5812,-10.37000000,0,38
5813,-10.51000000,0,52
5814,-10.33000000,0,34
5815,-10.27000000,0,28
5816,-10.19000000,0,20
5817,-10.16000000,0,17
5818,-10.11000000,0,12
5819,-10.11000000,0,12
5820,9.19000000,1,82
5821,-10.54000000,0,55
5822,-10.34000000,0,35
5823,8.55000000,1,146
5824,7.52000000,1,249
5825,-11.38000000,0,139
5826,-10.04000000,0,5
5827,-10.21000000,0,22
5828,9.08000000,1,93
5829,9.46000000,1,55
5830,-10.43000000,0,44
5831,-10.53000000,0,54
5832,-10.22000000,0,23
5833,-10.80000000,0,81
5834,-10.18000000,0,19
5835,-10.25000000,0,26
5836,9.09000000,1,92
5837,-10.08000000,0,9
5838,-10.29000000,0,30
5839,-10.45000000,0,46
5840,-10.32000000,0,33
5841,-10.42000000,0,43
5842,-10.10000000,0,11
5843,-11.51000000,0,152
5844,-10.64000000,0,65
5845,-10.03000000,0,4
5846,-11.88000000,0,189
5847,9.02000000,1,99
5848,-10.78000000,0,79
5849,-10.40000000,0,41
5850,-10.29000000,0,30
5851,-10.24000000,0,25
5852,-10.14000000,0,15
5853,-10.21000000,0,22
5854,-10.18000000,0,19
5855,-10.24000000,0,25
5856,-10.53000000,0,54
5857,-10.10000000,0,11
5858,-10.59000000,0,60
5859,-10.08000000,0,9
5860,8.77000000,1,124
5861,-10.18000000,0,19
5862,-10.58000000,0,59
5863,-10.05000000,0,6
5864,-10.07000000,0,8
5865,-10.20000000,0,21
5866,-10.14000000,0,15
5867,-10.10000000,0,11
5868,-10.49000000,0,50
5869,-10.14000000,0,15
5870,-10.05000000,0,6
5871,-10.15000000,0,16
5872,-10.13000000,0,14
5873,-10.34000000,0,35
5874,-10.08000000,0,9
5875,-10.39000000,0,40
5876,-10.84000000,0,85
5877,-11.00000000,0,101
5878,-10.15000000,0,16
5879,-11.10000000,0,111
5880,-10.03000000,0,4
5881,-10.20000000,0,21
5882,-10.20000000,0,21
5883,-11.59000000,0,160
5884,9.06000000,1,95
5885,-10.06000000,0,7
5886,-10.10000000,0,11
5887,-10.35000000,0,36
5888,-10.20000000,0,21
5889,8.87000000,1,114
5890,-10.78000000,0,79
5891,-10.43000000,0,44
5892,-10.71000000,0,72
5893,-10.15000000,0,16
5894,-10.69000000,0,70
5895,-11.40000000,0,141
5896,-11.91000000,0,192
5897,-10.13000000,0,14
5898,-10.35000000,0,36
5899,-10.26000000,0,27
5900,8.98000000,1,103
5901,-10.54000000,0,55
5902,-10.81000000,0,82
5903,-10.33000000,0,34
5904,-10.05000000,0,6
5905,-10.33000000,0,34
5906,-10.25000000,0,26
5907,-10.17000000,0,18
5908,-10.59000000,0,60
5909,-10.10000000,0,11
5910,-10.18000000,0,19
5911,-10.83000000,0,84
5912,-10.06000000,0,7
5913,-10.43000000,0,44
5914,9.60000000,1,41
5915,-10.31000000,0,32
5916,-10.25000000,0,26
5917,-10.15000000,0,16
5918,-10.94000000,0,95
5919,-10.22000000,0,23
5920,-10.27000000,0,28
5921,9.30000000,1,71
5922,-10.04000000,0,5
5923,-10.11000000,0,12
5924,-10.06000000,0,7
5925,-11.00000000,0,101
5926,-10.65000000,0,66
5927,-10.28000000,0,29
5928,-10.22000000,0,23
5929,-10.15000000,0,16
5930,-10.25000000,0,26
5931,-10.08000000,0,9
5932,-10.34000000,0,35
5933,-10.16000000,0,17
5934,-10.07000000,0,8
5935,-10.26000000,0,27
5936,-10.10000000,0,11
5937,-10.08000000,0,9
5938,-10.54000000,0,55
5939,-10.55000000,0,56
5940,-10.14000000,0,15
5941,-10.66000000,0,67
5942,-10.28000000,0,29
5943,-10.13000000,0,14
5944,-10.45000000,0,46
5945,-10.13000000,0,14
5946,9.44000000,1,57
5947,-10.11000000,0,12
5948,9.55000000,1,46
5949,-10.28000000,0,29
5950,-10.32000000,0,33
5951,-10.46000000,0,47
5952,-10.40000000,0,41
5953,-10.25000000,0,26
5954,-10.51000000,0,52
5955,-10.20000000,0,21
5956,-10.24000000,0,25
5957,-10.20000000,0,21
5958,-10.87000000,0,88
5959,-10.17000000,0,18
5960,9.35000000,1,66
5961,-10.52000000,0,53
5962,-12.15000000,0,216
5963,9.06000000,1,95
5964,-10.60000000,0,61
5965,-10.08000000,0,9
5966,-10.10000000,0,11
5967,-10.16000000,0,17
5968,-10.24000000,0,25
5969,-10.21000000,0,22
5970,-10.64000000,0,65
5971,-10.12000000,0,13
5972,-11.09000000,0,110
5973,8.90000000,1,111
5974,-10.07000000,0,8
5975,-10.16000000,0,17
5976,-10.10000000,0,11
5977,-10.09000000,0,10
5978,-10.32000000,0,33
5979,-10.14000000,0,15
5980,-11.35000000,0,136
5981,-10.41000000,0,42
5982,-10.15000000,0,16
5983,-10.43000000,0,44
5984,-10.62000000,0,63
5985,-10.70000000,0,71
5986,-10.29000000,0,30
5987,8.56000000,1,145
5988,-10.10000000,0,11
5989,-10.07000000,0,8
5990,8.97000000,1,104
5991,-10.43000000,0,44
5992,-10.26000000,0,27
5993,-10.19000000,0,20
5994,-10.06000000,0,7
5995,9.43000000,1,58
5996,-10.41000000,0,42
5997,-10.69000000,0,70
5998,-10.23000000,0,24
5999,9.39000000,1,62
6000,-11.08000000,0,109
6001,-10.23000000,0,24
6002,-10.03000000,0,4
6003,8.24000000,1,177
6004,-10.29000000,0,30
6005,7.61000000,1,240
6006,9.40000000,1,61
6007,-10.33000000,0,34
6008,-10.19000000,0,20
6009,9.03000000,1,98
6010,-10.45000000,0,46
6011,-10.34000000,0,35
6012,-10.26000000,0,27
6013,-10.82000000,0,83
6014,-10.26000000,0,27
6015,-10.05000000,0,6
6016,-10.30000000,0,31
6017,-10.27000000,0,28
6018,-10.71000000,0,72
6019,-11.20000000,0,121
6020,-10.55000000,0,56
6021,-10.16000000,0,17
6022,-10.05000000,0,6
6023,-10.37000000,0,38
6024,-10.05000000,0,6
6025,-10.09000000,0,10
6026,8.84000000,1,117
6027,-10.35000000,0,36
6028,-11.32000000,0,133
6029,-10.07000000,0,8
6030,-10.35000000,0,36
6031,-10.26000000,0,27
6032,-10.25000000,0,26
6033,-11.18000000,0,119
6034,-10.13000000,0,14
6035,-10.71000000,0,72
6036,-10.22000000,0,23
6037,-10.47000000,0,48
6038,-10.11000000,0,12
6039,-10.38000000,0,39
6040,-10.11000000,0,12
6041,-10.16000000,0,17
6042,-10.28000000,0,29
6043,-10.98000000,0,99
6044,9.24000000,1,77
6045,-10.57000000,0,58
6046,9.13000000,1,88
6047,-10.09000000,0,10
6048,8.97000000,1,104
6049,-10.49000000,0,50
6050,-10.27000000,0,28
6051,-10.30000000,0,31
6052,9.03000000,1,98
6053,-10.32000000,0,33
6054,9.67000000,1,34
6055,-11.10000000,0,111
6056,-10.07000000,0,8
6057,-10.56000000,0,57
6058,-10.12000000,0,13
6059,-10.34000000,0,35
6060,-10.61000000,0,62
6061,-10.45000000,0,46
6062,-10.18000000,0,19
6063,9.15000000,1,86
6064,-11.21000000,0,122
6065,-10.21000000,0,22
6066,-10.51000000,0,52
6067,-10.56000000,0,57
6068,-10.15000000,0,16
6069,-10.12000000,0,13
6070,-10.12000000,0,13
6071,-10.21000000,0,22
6072,9.34000000,1,67
6073,8.65000000,1,136
6074,8.83000000,1,118
6075,-10.23000000,0,24
6076,-10.12000000,0,13
6077,-10.22000000,0,23
6078,-10.26000000,0,27
6079,-10.12000000,0,13
6080,-11.15000000,0,116
6081,-11.37000000,0,138
6082,-10.22000000,0,23
6083,8.85000000,1,116
6084,-10.08000000,0,9
6085,-12.04000000,0,205
6086,-10.45000000,0,46
6087,-10.31000000,0,32
6088,9.10000000,1,91
6089,-10.45000000,0,46
6090,-10.12000000,0,13
6091,-10.86000000,0,87
6092,-10.14000000,0,15
6093,-10.27000000,0,28
6094,-10.22000000,0,23
6095,-10.24000000,0,25
6096,-10.44000000,0,45
6097,-10.34000000,0,35
6098,-10.22000000,0,23
6099,-11.36000000,0,137
6100,-10.38000000,0,39
6101,-10.86000000,0,87
6102,-10.36000000,0,37
6103,-12.40000000,0,241
6104,-10.67000000,0,68
6105,8.90000000,1,111
6106,-10.20000000,0,21
6107,9.34000000,1,67
6108,-10.20000000,0,21
6109,-10.05000000,0,6
6110,-10.50000000,0,51
6111,-10.20000000,0,21
6112,-10.04000000,0,5
6113,-10.17000000,0,18
6114,-10.52000000,0,53
6115,-10.44000000,0,45
6116,-10.78000000,0,79
6117,-10.36000000,0,37
6118,-10.10000000,0,11
6119,-10.12000000,0,13
6120,-10.07000000,0,8
6121,-10.75000000,0,76
6122,-10.06000000,0,7
6123,-10.27000000,0,28
6124,8.99000000,1,102
6125,-10.20000000,0,21
6126,-10.06000000,0,7
6127,-10.42000000,0,43
6128,-10.59000000,0,60
6129,8.83000000,1,118
6130,9.30000000,1,71
6131,-10.68000000,0,69
6132,9.20000000,1,81
6133,-10.61000000,0,62
6134,-10.27000000,0,28
6135,9.04000000,1,97
6136,-10.08000000,0,9
6137,-10.22000000,0,23
6138,-10.43000000,0,44
6139,-10.29000000,0,30
6140,-10.41000000,0,42
6141,-10.17000000,0,18
6142,8.73000000,1,128
6143,-10.33000000,0,34
6144,-10.14000000,0,15
6145,-10.55000000,0,56
6146,-10.28000000,0,29
6147,-10.03000000,0,4
6148,-10.11000000,0,12
6149,-10.30000000,0,31
6150,-10.19000000,0,20
6151,-10.37000000,0,38
6152,-10.57000000,0,58
6153,-10.37000000,0,38
6154,-10.83000000,0,84
6155,-10.16000000,0,17
6156,-11.87000000,0,188
6157,-10.71000000,0,72
6158,-10.82000000,0,83
6159,-10.13000000,0,14
6160,-10.08000000,0,9
6161,-10.81000000,0,82
6162,-10.29000000,0,30
6163,-10.06000000,0,7
6164,-11.29000000,0,130
6165,-10.04000000,0,5
6166,-10.22000000,0,23
6167,-10.06000000,0,7
6168,-10.16000000,0,17
6169,-10.12000000,0,13
6170,-10.11000000,0,12
6171,-10.22000000,0,23
6172,9.10000000,1,91
6173,-11.40000000,0,141
6174,-10.59000000,0,60
6175,-10.19000000,0,20
6176,-10.20000000,0,21
6177,-10.65000000,0,66
6178,-10.26000000,0,27
6179,-10.27000000,0,28
6180,-10.15000000,0,16
6181,-10.07000000,0,8
6182,-10.47000000,0,48
6183,8.17000000,1,184
6184,-10.10000000,0,11
6185,8.94000000,1,107
6186,-10.67000000,0,68
6187,-10.63000000,0,64
6188,9.39000000,1,62
6189,-10.59000000,0,60
6190,-10.03000000,0,4
6191,-10.20000000,0,21
6192,-10.07000000,0,8
6193,-10.11000000,0,12
6194,-10.03000000,0,4
6195,-10.48000000,0,49
6196,-11.01000000,0,102
6197,-10.08000000,0,9
6198,-10.10000000,0,11
6199,7.49000000,1,252
6200,-10.28000000,0,29
6201,-10.23000000,0,24
6202,-10.95000000,0,96
6203,-10.09000000,0,10
6204,-10.33000000,0,34
6205,-10.08000000,0,9
6206,-10.40000000,0,41
6207,-10.03000000,0,4
6208,-10.42000000,0,43
6209,-10.19000000,0,20
6210,-10.75000000,0,76
6211,-10.23000000,0,24
6212,-10.15000000,0,16
6213,-10.32000000,0,33
6214,-10.23000000,0,24
6215,-10.10000000,0,11
6216,-10.29000000,0,30
6217,-10.28000000,0,29
6218,-10.25000000,0,26
6219,-10.45000000,0,46
6220,-10.54000000,0,55
6221,-10.19000000,0,20
6222,-10.44000000,0,45
6223,-10.04000000,0,5
6224,-11.27000000,0,128
6225,-10.64000000,0,65
6226,9.18000000,1,83
6227,-10.32000000,0,33
6228,9.29000000,1,72
6229,-10.11000000,0,12
6230,-10.28000000,0,29
6231,-10.43000000,0,44
6232,9.19000000,1,82
6233,-10.08000000,0,9
6234,-10.48000000,0,49
6235,-10.27000000,0,28
6236,-10.14000000,0,15
6237,-10.27000000,0,28
6238,9.32000000,1,69
6239,-10.33000000,0,34
6240,-10.05000000,0,6
6241,-12.57000000,0,258
6242,-10.40000000,0,41
6243,-10.09000000,0,10
6244,-10.07000000,0,8
6245,-10.35000000,0,36
6246,-10.12000000,0,13
6247,-10.23000000,0,24
6248,-10.20000000,0,21
6249,-10.08000000,0,9
6250,-10.10000000,0,11
6251,-10.87000000,0,88
6252,-10.12000000,0,13
6253,-10.30000000,0,31
6254,-10.20000000,0,21
6255,-10.63000000,0,64
6256,-10.29000000,0,30
6257,-10.24000000,0,25
6258,-10.08000000,0,9
6259,9.32000000,1,69
6260,-10.14000000,0,15
6261,-10.58000000,0,59
6262,-10.18000000,0,19
6263,-11.15000000,0,116
6264,-10.24000000,0,25
6265,-10.22000000,0,23
6266,-10.60000000,0,61
6267,-10.36000000,0,37
6268,-10.31000000,0,32
6269,-10.36000000,0,37
6270,-10.55000000,0,56
6271,-10.48000000,0,49
6272,-10.19000000,0,20
6273,-10.03000000,0,4
6274,-10.14000000,0,15
6275,9.32000000,1,69
6276,-10.07000000,0,8
6277,-10.29000000,0,30
6278,-10.17000000,0,18
6279,-10.31000000,0,32
6280,-10.60000000,0,61
6281,-10.24000000,0,25
6282,9.03000000,1,98
6283,9.28000000,1,73
6284,-10.37000000,0,38
6285,-10.16000000,0,17
6286,-10.20000000,0,21
6287,-10.10000000,0,11
6288,-10.52000000,0,53
6289,-10.32000000,0,33
6290,-10.04000000,0,5
6291,-10.22000000,0,23
6292,-10.19000000,0,20
6293,-10.06000000,0,7
6294,9.57000000,1,44
6295,-10.42000000,0,43
6296,-10.31000000,0,32
6297,-10.21000000,0,22
6298,-10.61000000,0,62
6299,-10.61000000,0,62
6300,-10.25000000,0,26
6301,8.56000000,1,145
6302,-10.46000000,0,47
6303,-10.88000000,0,89
6304,-10.12000000,0,13
6305,-10.14000000,0,15
6306,-10.23000000,0,24
6307,9.10000000,1,91
6308,-10.37000000,0,38
6309,-10.59000000,0,60
6310,-10.33000000,0,34
6311,-10.65000000,0,66
6312,-10.09000000,0,10
6313,-10.35000000,0,36
6314,7.29000000,1,272
6315,-10.22000000,0,23
6316,-10.38000000,0,39
6317,-10.92000000,0,93
6318,-10.70000000,0,71
6319,-10.58000000,0,59
6320,-10.51000000,0,52
6321,-10.56000000,0,57
6322,-10.34000000,0,35
6323,-10.30000000,0,31
6324,-10.13000000,0,14
6325,-10.37000000,0,38
6326,-10.62000000,0,63
6327,-10.21000000,0,22
6328,-10.19000000,0,20
6329,-10.11000000,0,12
6330,-10.12000000,0,13
6331,-10.93000000,0,94
6332,-10.80000000,0,81
6333,-10.19000000,0,20
6334,-10.55000000,0,56
6335,-10.09000000,0,10
6336,-11.13000000,0,114
6337,-10.63000000,0,64
6338,-10.28000000,0,29
6339,-10.72000000,0,73
6340,-10.36000000,0,37
6341,-10.22000000,0,23
6342,-10.52000000,0,53
6343,-10.07000000,0,8
6344,-10.31000000,0,32
6345,-10.27000000,0,28
6346,-10.45000000,0,46
6347,-10.08000000,0,9
6348,-10.37000000,0,38
6349,-10.53000000,0,54
6350,8.84000000,1,117
6351,-10.11000000,0,12
6352,-10.15000000,0,16
6353,-10.25000000,0,26
6354,-10.17000000,0,18
6355,-10.04000000,0,5
6356,9.26000000,1,75
6357,-10.15000000,0,16
6358,-10.06000000,0,7
6359,-10.94000000,0,95
6360,-10.23000000,0,24
6361,-10.19000000,0,20
6362,-10.23000000,0,24
6363,-10.34000000,0,35
6364,-10.92000000,0,93
6365,9.20000000,1,81
6366,-10.21000000,0,22
6367,-10.53000000,0,54
6368,-10.03000000,0,4
6369,-10.04000000,0,5
6370,-10.60000000,0,61
6371,9.53000000,1,48
6372,-10.26000000,0,27
6373,-10.12000000,0,13
6374,9.21000000,1,80
6375,-10.26000000,0,27
6376,-10.17000000,0,18
6377,-10.16000000,0,17
6378,-11.44000000,0,145
6379,-11.02000000,0,103
6380,-10.17000000,0,18
6381,-10.41000000,0,42
6382,-10.27000000,0,28
6383,-10.18000000,0,19
6384,-10.41000000,0,42
6385,9.32000000,1,69
6386,-10.39000000,0,40
6387,-10.79000000,0,80
6388,-10.38000000,0,39
6389,9.48000000,1,53
6390,-10.19000000,0,20
6391,-10.81000000,0,82
6392,9.65000000,1,36
6393,-10.29000000,0,30
6394,-10.09000000,0,10
6395,-10.17000000,0,18
6396,-10.43000000,0,44
6397,9.36000000,1,65
6398,-10.26000000,0,27
6399,-10.09000000,0,10
6400,-10.05000000,0,6
6401,-10.23000000,0,24
6402,-10.10000000,0,11
6403,-10.31000000,0,32
6404,-10.32000000,0,33
6405,-10.38000000,0,39
6406,-10.69000000,0,70
6407,-10.64000000,0,65
6408,-10.31000000,0,32
6409,-10.18000000,0,19
6410,-10.14000000,0,15
6411,-10.23000000,0,24
6412,-10.20000000,0,21
6413,8.86000000,1,115
6414,-10.03000000,0,4
6415,-10.13000000,0,14
6416,-10.13000000,0,14
6417,-10.14000000,0,15
6418,-10.31000000,0,32
6419,-10.40000000,0,41
6420,-10.08000000,0,9
6421,-11.64000000,0,165
6422,-10.97000000,0,98
6423,-10.65000000,0,66
6424,8.96000000,1,105
6425,-10.47000000,0,48
6426,-10.37000000,0,38
6427,-10.15000000,0,16
6428,-10.21000000,0,22
6429,-10.44000000,0,45
6430,-10.52000000,0,53
6431,-10.31000000,0,32
6432,7.72000000,1,229
6433,-10.06000000,0,7
6434,-11.03000000,0,104
6435,9.60000000,1,41
6436,-10.03000000,0,4
6437,-10.03000000,0,4
6438,-10.21000000,0,22
6439,-10.23000000,0,24
6440,-10.13000000,0,14
6441,-11.03000000,0,104
6442,-10.30000000,0,31
6443,-10.33000000,0,34
6444,-10.29000000,0,30
6445,-10.18000000,0,19
6446,-10.13000000,0,14
6447,-10.09000000,0,10
6448,-10.49000000,0,50
6449,-10.20000000,0,21
6450,-10.41000000,0,42
6451,-10.19000000,0,20
6452,-11.00000000,0,101
6453,-10.46000000,0,47
6454,-10.52000000,0,53
6455,-10.19000000,0,20
6456,-10.23000000,0,24
6457,-10.25000000,0,26
6458,-10.14000000,0,15
6459,-10.29000000,0,30
6460,-10.08000000,0,9
6461,-10.37000000,0,38
6462,-10.15000000,0,16
6463,-10.05000000,0,6
6464,9.13000000,1,88
6465,-10.58000000,0,59
6466,-11.03000000,0,104
6467,-10.75000000,0,76
6468,-10.06000000,0,7
6469,-10.14000000,0,15
6470,-10.36000000,0,37
6471,-10.12000000,0,13
6472,-10.22000000,0,23
6473,-10.13000000,0,14
6474,-10.54000000,0,55
6475,-10.40000000,0,41
6476,-10.57000000,0,58
6477,-10.44000000,0,45
6478,-10.50000000,0,51
6479,-10.16000000,0,17
6480,-10.21000000,0,22
6481,-10.28000000,0,29
6482,-10.55000000,0,56
6483,-10.07000000,0,8
6484,-10.12000000,0,13
6485,-10.05000000,0,6
6486,-10.68000000,0,69
6487,-10.06000000,0,7
6488,-10.83000000,0,84
6489,-10.24000000,0,25
6490,-10.40000000,0,41
6491,-10.14000000,0,15
6492,-10.06000000,0,7
6493,-10.05000000,0,6
6494,8.87000000,1,114
6495,-10.18000000,0,19
6496,-10.44000000,0,45
6497,8.81000000,1,120
6498,9.36000000,1,65
6499,-10.33000000,0,34
6500,-10.67000000,0,68
6501,-10.63000000,0,64
6502,8.56000000,1,145
6503,-10.39000000,0,40
6504,-10.16000000,0,17
6505,-10.34000000,0,35
6506,-11.25000000,0,126
6507,-11.68000000,0,169
6508,-10.75000000,0,76
6509,-10.52000000,0,53
6510,-10.49000000,0,50
6511,-10.82000000,0,83
6512,-10.16000000,0,17
6513,-10.31000000,0,32
6514,-10.25000000,0,26
6515,-10.65000000,0,66
6516,-11.01000000,0,102
6517,-10.32000000,0,33
6518,-10.49000000,0,50
6519,-10.33000000,0,34
6520,-10.11000000,0,12
6521,-10.19000000,0,20
6522,-10.82000000,0,83
6523,-10.72000000,0,73
6524,-10.59000000,0,60
6525,-10.25000000,0,26
6526,-10.38000000,0,39
6527,-10.15000000,0,16
6528,9.42000000,1,59
6529,-10.25000000,0,26
6530,-10.65000000,0,66
6531,-10.37000000,0,38
6532,-10.51000000,0,52
6533,-10.24000000,0,25
6534,-10.32000000,0,33
6535,-10.21000000,0,22
6536,-10.29000000,0,30
6537,-10.51000000,0,52
6538,-10.26000000,0,27
6539,-10.13000000,0,14
6540,-10.30000000,0,31
6541,-10.22000000,0,23
6542,-10.28000000,0,29
6543,-10.35000000,0,36
6544,-10.85000000,0,86
6545,-10.11000000,0,12
6546,-10.43000000,0,44
6547,-10.47000000,0,48
6548,-10.66000000,0,67
6549,8.67000000,1,134
6550,-10.58000000,0,59
6551,-10.36000000,0,37
6552,-10.17000000,0,18
6553,-10.17000000,0,18
6554,-10.11000000,0,12
6555,-10.10000000,0,11
6556,-10.18000000,0,19
6557,9.45000000,1,56
6558,-10.45000000,0,46
6559,-10.19000000,0,20
6560,-10.21000000,0,22
6561,-10.16000000,0,17
6562,-10.31000000,0,32
6563,-10.42000000,0,43
6564,-10.53000000,0,54
6565,-10.70000000,0,71
6566,-10.10000000,0,11
6567,-10.49000000,0,50
6568,-10.14000000,0,15
6569,-10.26000000,0,27
6570,-10.08000000,0,9
6571,-10.16000000,0,17
6572,-11.29000000,0,130
6573,-10.46000000,0,47
6574,-11.03000000,0,104
6575,-10.09000000,0,10
6576,-10.34000000,0,35
6577,-10.39000000,0,40
6578,-10.27000000,0,28
6579,9.49000000,1,52
6580,-10.52000000,0,53
6581,-10.44000000,0,45
6582,-11.68000000,0,169
6583,-10.25000000,0,26
6584,-10.24000000,0,25
6585,-10.07000000,0,8
6586,-10.08000000,0,9
6587,-10.27000000,0,28
6588,9.05000000,1,96
6589,-10.69000000,0,70
6590,-10.22000000,0,23
6591,-11.77000000,0,178
6592,-10.42000000,0,43
6593,-10.33000000,0,34
6594,-10.59000000,0,60
6595,-10.28000000,0,29
6596,-10.31000000,0,32
6597,-10.25000000,0,26
6598,-10.30000000,0,31
6599,-10.43000000,0,44
6600,-10.49000000,0,50
6601,9.20000000,1,81
6602,-10.21000000,0,22
6603,8.73000000,1,128
6604,-10.07000000,0,8
6605,-10.20000000,0,21
6606,-10.16000000,0,17
6607,-10.58000000,0,59
6608,-10.18000000,0,19
6609,-10.29000000,0,30
6610,-10.11000000,0,12
6611,-11.20000000,0,121
6612,-10.79000000,0,80
6613,-10.25000000,0,26
6614,-10.27000000,0,28
6615,-10.79000000,0,80
6616,-10.52000000,0,53
6617,-10.15000000,0,16
6618,-10.25000000,0,26
6619,-10.45000000,0,46
6620,-10.30000000,0,31
6621,8.68000000,1,133
6622,-10.18000000,0,19
6623,-10.30000000,0,31
6624,-10.45000000,0,46
6625,-10.82000000,0,83
6626,-10.06000000,0,7
6627,-10.08000000,0,9
6628,-10.06000000,0,7
6629,-10.05000000,0,6
6630,-10.28000000,0,29
6631,-10.35000000,0,36
6632,9.50000000,1,51
6633,-10.23000000,0,24
6634,9.19000000,1,82
6635,-10.10000000,0,11
6636,-11.01000000,0,102
6637,-10.13000000,0,14
6638,9.43000000,1,58
6639,8.95000000,1,106
6640,-10.38000000,0,39
6641,-10.53000000,0,54
6642,-10.08000000,0,9
6643,-10.76000000,0,77
6644,-10.37000000,0,38
6645,-10.09000000,0,10
6646,-10.22000000,0,23
6647,-10.40000000,0,41
6648,-10.19000000,0,20
6649,8.48000000,1,153
6650,8.91000000,1,110
6651,-10.27000000,0,28
6652,-10.19000000,0,20
6653,-10.12000000,0,13
6654,-10.60000000,0,61
6655,-10.17000000,0,18
6656,-10.08000000,0,9
6657,-10.94000000,0,95
6658,-10.45000000,0,46
6659,-10.19000000,0,20
6660,-10.28000000,0,29
6661,-10.52000000,0,53
6662,-10.16000000,0,17
6663,-10.37000000,0,38
6664,-10.40000000,0,41
6665,-10.05000000,0,6
6666,-11.07000000,0,108
6667,-10.27000000,0,28
6668,-11.47000000,0,148
6669,-10.35000000,0,36
6670,8.66000000,1,135
6671,-10.39000000,0,40
6672,-10.20000000,0,21
6673,-10.16000000,0,17
6674,-10.21000000,0,22
6675,-10.05000000,0,6
6676,-10.88000000,0,89
6677,-10.40000000,0,41
6678,-10.68000000,0,69
6679,-10.33000000,0,34
6680,-11.10000000,0,111
6681,-10.15000000,0,16
6682,-10.11000000,0,12
6683,-10.72000000,0,73
6684,-10.08000000,0,9
6685,-10.25000000,0,26
6686,-10.58000000,0,59
6687,-10.17000000,0,18
6688,-10.41000000,0,42
6689,-10.27000000,0,28
6690,-10.14000000,0,15
6691,-10.17000000,0,18
6692,-10.36000000,0,37
6693,-10.94000000,0,95
6694,-10.25000000,0,26
6695,-10.23000000,0,24
6696,-10.11000000,0,12
6697,-10.38000000,0,39
6698,-10.32000000,0,33
6699,-10.69000000,0,70
6700,-10.23000000,0,24
6701,-10.15000000,0,16
6702,-10.47000000,0,48
