episode,shaped_reward,success,steps
24165,9.24000000,1,77
24166,9.27000000,1,74
24167,9.39000000,1,62
24168,8.63000000,1,138
24169,9.12000000,1,89
24170,9.12000000,1,89
24171,9.10000000,1,91
24172,-10.72000000,0,73
24173,9.35000000,1,66
24174,8.22000000,1,179
24175,9.45000000,1,56
24176,9.28000000,1,73
24177,-10.12000000,0,13
24178,9.51000000,1,50
24179,9.21000000,1,80
24180,9.44000000,1,57
24181,-10.17000000,0,18
24182,9.13000000,1,88
24183,-10.24000000,0,25
24184,9.12000000,1,89
24185,9.54000000,1,47
24186,-11.08000000,0,109
24187,-10.37000000,0,38
24188,9.28000000,1,73
24189,9.12000000,1,89
24190,-10.66000000,0,67
24191,8.80000000,1,121
24192,9.37000000,1,64
24193,8.65000000,1,136
24194,9.04000000,1,97
24195,8.97000000,1,104
24196,9.08000000,1,93
24197,9.49000000,1,52
24198,-10.50000000,0,51
24199,9.09000000,1,92
24200,9.11000000,1,90
24201,9.50000000,1,51
24202,9.02000000,1,99
24203,-10.73000000,0,74
24204,-10.21000000,0,22
24205,-10.72000000,0,73
24206,9.14000000,1,87
24207,8.94000000,1,107
24208,-10.13000000,0,14
24209,9.33000000,1,68
24210,-10.39000000,0,40
24211,9.14000000,1,87
24212,9.36000000,1,65
24213,9.13000000,1,88
24214,-10.07000000,0,8
24215,9.67000000,1,34
24216,9.06000000,1,95
24217,-10.24000000,0,25
24218,9.25000000,1,76
24219,8.91000000,1,110
24220,9.28000000,1,73
24221,-10.66000000,0,67
24222,7.94000000,1,207
24223,8.56000000,1,145
24224,8.33000000,1,168
24225,9.00000000,1,101
24226,8.80000000,1,121
24227,9.47000000,1,54
24228,9.23000000,1,78
24229,9.27000000,1,74
24230,-10.60000000,0,61
24231,9.26000000,1,75
24232,9.08000000,1,93
24233,8.03000000,1,198
24234,-10.11000000,0,12
24235,9.30000000,1,71
24236,9.43000000,1,58
24237,8.95000000,1,106
24238,9.59000000,1,42
24239,-10.88000000,0,89
24240,9.33000000,1,68
24241,9.11000000,1,90
24242,9.27000000,1,74
24243,9.48000000,1,53
24244,-10.36000000,0,37
24245,9.30000000,1,71
24246,-10.26000000,0,27
24247,-10.06000000,0,7
24248,9.58000000,1,43
24249,9.49000000,1,52
24250,9.27000000,1,74
24251,-11.03000000,0,104
24252,-10.59000000,0,60
24253,-10.14000000,0,15
24254,-10.45000000,0,46
24255,9.00000000,1,101
24256,9.53000000,1,48
24257,8.43000000,1,158
24258,-10.38000000,0,39
24259,8.73000000,1,128
24260,9.42000000,1,59
24261,8.90000000,1,111
24262,9.24000000,1,77
24263,9.07000000,1,94
24264,-10.16000000,0,17
24265,8.27000000,1,174
24266,9.10000000,1,91
24267,9.45000000,1,56
24268,9.08000000,1,93
24269,9.51000000,1,50
24270,9.53000000,1,48
24271,8.75000000,1,126
24272,-10.11000000,0,12
24273,9.41000000,1,60
24274,9.00000000,1,101
24275,9.20000000,1,81
24276,8.56000000,1,145
24277,9.17000000,1,84
24278,-10.64000000,0,65
24279,9.47000000,1,54
24280,9.26000000,1,75
24281,8.99000000,1,102
24282,8.99000000,1,102
24283,-10.60000000,0,61
24284,-10.17000000,0,18
24285,9.56000000,1,45
24286,9.16000000,1,85
24287,9.29000000,1,72
24288,8.69000000,1,132
24289,9.07000000,1,94
24290,-10.46000000,0,47
24291,9.59000000,1,42
24292,8.97000000,1,104
24293,9.15000000,1,86
24294,9.25000000,1,76
24295,9.33000000,1,68
24296,8.91000000,1,110
24297,9.47000000,1,54
24298,9.12000000,1,89
24299,8.80000000,1,121
24300,9.39000000,1,62
24301,-10.28000000,0,29
24302,9.35000000,1,66
24303,-10.11000000,0,12
24304,9.22000000,1,79
24305,9.05000000,1,96
24306,9.07000000,1,94
24307,9.16000000,1,85
24308,9.21000000,1,80
24309,-10.14000000,0,15
24310,-10.14000000,0,15
24311,9.36000000,1,65
24312,9.00000000,1,101
24313,-10.05000000,0,6
24314,9.41000000,1,60
24315,-11.33000000,0,134
24316,9.08000000,1,93
24317,8.68000000,1,133
24318,9.50000000,1,51
24319,9.18000000,1,83
24320,9.56000000,1,45
24321,9.11000000,1,90
24322,8.59000000,1,142
24323,9.01000000,1,100
24324,9.37000000,1,64
24325,9.24000000,1,77
24326,-10.35000000,0,36
24327,9.02000000,1,99
24328,-10.19000000,0,20
24329,8.89000000,1,112
24330,9.50000000,1,51
24331,9.25000000,1,76
24332,9.02000000,1,99
24333,9.43000000,1,58
24334,8.39000000,1,162
24335,8.61000000,1,140
24336,8.62000000,1,139
24337,9.26000000,1,75
24338,8.96000000,1,105
24339,9.21000000,1,80
24340,8.79000000,1,122
24341,9.04000000,1,97
24342,9.52000000,1,49
24343,9.05000000,1,96
24344,9.41000000,1,60
24345,-10.21000000,0,22
24346,9.32000000,1,69
24347,9.48000000,1,53
24348,9.30000000,1,71
24349,9.18000000,1,83
24350,9.45000000,1,56
24351,9.44000000,1,57
24352,-10.42000000,0,43
24353,9.33000000,1,68
24354,9.23000000,1,78
24355,8.88000000,1,113
24356,9.10000000,1,91
24357,-10.34000000,0,35
24358,8.56000000,1,145
24359,9.27000000,1,74
24360,9.28000000,1,73
24361,-10.12000000,0,13
24362,9.16000000,1,85
24363,9.66000000,1,35
24364,8.99000000,1,102
24365,9.06000000,1,95
24366,9.61000000,1,40
24367,9.49000000,1,52
24368,9.00000000,1,101
24369,8.93000000,1,108
24370,9.21000000,1,80
24371,9.61000000,1,40
24372,9.61000000,1,40
24373,9.10000000,1,91
24374,9.29000000,1,72
24375,9.05000000,1,96
24376,-10.63000000,0,64
24377,9.04000000,1,97
24378,-10.09000000,0,10
24379,8.62000000,1,139
24380,-10.13000000,0,14
24381,9.13000000,1,88
24382,9.11000000,1,90
24383,9.25000000,1,76
24384,-10.28000000,0,29
24385,8.74000000,1,127
24386,9.44000000,1,57
24387,9.33000000,1,68
24388,-10.06000000,0,7
24389,-10.43000000,0,44
24390,9.05000000,1,96
24391,-10.13000000,0,14
24392,9.05000000,1,96
24393,8.90000000,1,111
24394,9.47000000,1,54
24395,-10.30000000,0,31
24396,9.18000000,1,83
24397,9.37000000,1,64
24398,-10.29000000,0,30
24399,9.37000000,1,64
24400,9.33000000,1,68
24401,9.14000000,1,87
24402,-10.19000000,0,20
24403,9.13000000,1,88
24404,-10.43000000,0,44
24405,9.31000000,1,70
24406,9.28000000,1,73
24407,9.45000000,1,56
24408,8.59000000,1,142
24409,9.04000000,1,97
24410,-10.14000000,0,15
24411,-10.08000000,0,9
24412,9.35000000,1,66
24413,9.46000000,1,55
24414,-10.20000000,0,21
24415,8.88000000,1,113
24416,8.81000000,1,120
24417,9.60000000,1,41
24418,8.93000000,1,108
24419,9.25000000,1,76
24420,8.31000000,1,170
24421,8.51000000,1,150
24422,9.34000000,1,67
24423,9.59000000,1,42
24424,8.81000000,1,120
24425,9.41000000,1,60
24426,9.22000000,1,79
24427,9.23000000,1,78
24428,9.63000000,1,38
24429,9.16000000,1,85
24430,9.49000000,1,52
24431,8.83000000,1,118
24432,9.10000000,1,91
24433,9.47000000,1,54
24434,9.29000000,1,72
24435,9.46000000,1,55
24436,9.23000000,1,78
24437,9.18000000,1,83
24438,9.58000000,1,43
24439,9.39000000,1,62
24440,9.53000000,1,48
24441,9.38000000,1,63
24442,9.16000000,1,85
24443,8.73000000,1,128
24444,9.32000000,1,69
24445,9.29000000,1,72
24446,9.03000000,1,98
24447,9.13000000,1,88
24448,-10.15000000,0,16
24449,9.34000000,1,67
24450,8.67000000,1,134
24451,9.41000000,1,60
24452,8.77000000,1,124
24453,9.36000000,1,65
24454,9.12000000,1,89
24455,8.83000000,1,118
24456,-10.83000000,0,84
24457,8.89000000,1,112
24458,8.85000000,1,116
24459,9.03000000,1,98
24460,-10.32000000,0,33
24461,9.43000000,1,58
24462,9.58000000,1,43
24463,9.43000000,1,58
24464,8.97000000,1,104
24465,9.39000000,1,62
24466,9.23000000,1,78
24467,-10.04000000,0,5
24468,9.58000000,1,43
24469,8.48000000,1,153
24470,9.21000000,1,80
24471,9.37000000,1,64
24472,9.26000000,1,75
24473,-10.24000000,0,25
24474,9.08000000,1,93
24475,8.89000000,1,112
24476,9.39000000,1,62
24477,8.35000000,1,166
24478,-10.18000000,0,19
24479,9.09000000,1,92
24480,9.49000000,1,52
24481,9.10000000,1,91
24482,-10.49000000,0,50
24483,9.47000000,1,54
24484,-10.11000000,0,12
24485,9.34000000,1,67
24486,8.86000000,1,115
24487,9.15000000,1,86
24488,-10.19000000,0,20
24489,8.50000000,1,151
24490,9.22000000,1,79
24491,-10.58000000,0,59
24492,8.80000000,1,121
24493,9.35000000,1,66
24494,9.12000000,1,89
24495,9.21000000,1,80
24496,9.19000000,1,82
24497,-10.33000000,0,34
24498,-10.07000000,0,8
24499,8.83000000,1,118
24500,9.26000000,1,75
24501,8.20000000,1,181
24502,9.09000000,1,92
24503,9.20000000,1,81
24504,8.78000000,1,123
24505,9.39000000,1,62
24506,9.20000000,1,81
24507,9.22000000,1,79
24508,9.01000000,1,100
24509,9.15000000,1,86
24510,-10.34000000,0,35
24511,9.00000000,1,101
24512,8.99000000,1,102
24513,9.38000000,1,63
24514,9.39000000,1,62
24515,-10.26000000,0,27
24516,9.40000000,1,61
24517,7.78000000,1,223
24518,9.32000000,1,69
24519,8.98000000,1,103
24520,-10.07000000,0,8
24521,9.30000000,1,71
24522,9.04000000,1,97
24523,9.32000000,1,69
24524,7.99000000,1,202
24525,-10.13000000,0,14
24526,8.91000000,1,110
24527,9.43000000,1,58
24528,9.27000000,1,74
24529,9.04000000,1,97
24530,9.18000000,1,83
24531,9.40000000,1,61
24532,9.57000000,1,44
24533,8.79000000,1,122
24534,9.15000000,1,86
24535,9.38000000,1,63
24536,9.44000000,1,57
24537,9.22000000,1,79
24538,9.04000000,1,97
24539,8.89000000,1,112
24540,9.55000000,1,46
24541,9.11000000,1,90
24542,9.36000000,1,65
24543,-10.25000000,0,26
24544,9.50000000,1,51
24545,-11.04000000,0,105
24546,9.07000000,1,94
24547,9.41000000,1,60
24548,9.60000000,1,41
24549,8.62000000,1,139
24550,8.81000000,1,120
24551,9.36000000,1,65
24552,9.32000000,1,69
24553,9.38000000,1,63
24554,9.32000000,1,69
24555,-10.47000000,0,48
24556,8.70000000,1,131
24557,9.20000000,1,81
24558,8.51000000,1,150
24559,-10.80000000,0,81
24560,9.25000000,1,76
24561,9.14000000,1,87
24562,9.48000000,1,53
24563,-10.30000000,0,31
24564,9.03000000,1,98
24565,9.06000000,1,95
24566,9.55000000,1,46
24567,8.75000000,1,126
24568,9.51000000,1,50
24569,9.26000000,1,75
24570,9.38000000,1,63
24571,-10.64000000,0,65
24572,-10.35000000,0,36
24573,9.19000000,1,82
24574,9.32000000,1,69
24575,9.18000000,1,83
24576,9.55000000,1,46
24577,9.38000000,1,63
24578,-10.20000000,0,21
24579,9.13000000,1,88
24580,9.36000000,1,65
24581,8.97000000,1,104
24582,9.26000000,1,75
24583,9.33000000,1,68
24584,9.47000000,1,54
24585,-10.06000000,0,7
24586,8.85000000,1,116
24587,9.17000000,1,84
24588,-10.26000000,0,27
24589,8.60000000,1,141
24590,9.25000000,1,76
24591,9.05000000,1,96
24592,8.98000000,1,103
24593,-10.28000000,0,29
24594,-10.10000000,0,11
24595,-10.25000000,0,26
24596,8.86000000,1,115
24597,8.76000000,1,125
24598,9.40000000,1,61
24599,-10.45000000,0,46
24600,9.32000000,1,69
24601,9.05000000,1,96
24602,8.76000000,1,125
24603,9.55000000,1,46
24604,9.39000000,1,62
24605,9.12000000,1,89
24606,9.16000000,1,85
24607,8.90000000,1,111
24608,9.14000000,1,87
24609,9.29000000,1,72
24610,9.49000000,1,52
24611,8.64000000,1,137
24612,8.67000000,1,134
24613,9.23000000,1,78
24614,9.26000000,1,75
24615,9.15000000,1,86
24616,-10.39000000,0,40
24617,9.46000000,1,55
24618,9.47000000,1,54
24619,-10.25000000,0,26
24620,-10.76000000,0,77
24621,-11.29000000,0,130
24622,9.24000000,1,77
24623,9.24000000,1,77
24624,8.80000000,1,121
24625,8.69000000,1,132
24626,9.54000000,1,47
24627,-10.30000000,0,31
24628,9.07000000,1,94
24629,9.26000000,1,75
24630,9.61000000,1,40
24631,9.25000000,1,76
24632,8.62000000,1,139
24633,9.36000000,1,65
24634,8.71000000,1,130
24635,9.14000000,1,87
24636,-10.62000000,0,63
24637,9.44000000,1,57
24638,8.62000000,1,139
24639,-10.13000000,0,14
24640,-10.50000000,0,51
24641,9.37000000,1,64
24642,-10.58000000,0,59
24643,9.08000000,1,93
24644,-10.37000000,0,38
24645,9.07000000,1,94
24646,-10.17000000,0,18
24647,-10.16000000,0,17
24648,-10.08000000,0,9
24649,9.36000000,1,65
24650,-10.23000000,0,24
24651,8.62000000,1,139
24652,9.42000000,1,59
24653,9.43000000,1,58
24654,-10.13000000,0,14
24655,-10.44000000,0,45
24656,8.87000000,1,114
24657,8.77000000,1,124
24658,9.47000000,1,54
24659,8.99000000,1,102
24660,9.42000000,1,59
24661,-10.65000000,0,66
24662,9.13000000,1,88
24663,8.88000000,1,113
24664,9.31000000,1,70
24665,9.04000000,1,97
24666,9.03000000,1,98
24667,9.17000000,1,84
24668,9.37000000,1,64
24669,8.92000000,1,109
24670,-10.12000000,0,13
24671,9.51000000,1,50
24672,9.43000000,1,58
24673,9.21000000,1,80
24674,9.52000000,1,49
24675,-10.16000000,0,17
24676,9.15000000,1,86
24677,9.06000000,1,95
24678,9.09000000,1,92
24679,9.10000000,1,91
24680,9.04000000,1,97
24681,8.79000000,1,122
24682,9.27000000,1,74
24683,9.35000000,1,66
24684,9.07000000,1,94
24685,8.41000000,1,160
24686,9.27000000,1,74
24687,9.33000000,1,68
24688,9.60000000,1,41
24689,-10.29000000,0,30
24690,9.37000000,1,64
24691,8.99000000,1,102
24692,9.22000000,1,79
24693,8.41000000,1,160
24694,8.79000000,1,122
24695,9.56000000,1,45
24696,8.76000000,1,125
24697,-11.06000000,0,107
24698,9.53000000,1,48
24699,8.93000000,1,108
24700,9.21000000,1,80
24701,9.12000000,1,89
24702,9.33000000,1,68
24703,9.44000000,1,57
24704,8.87000000,1,114
24705,9.33000000,1,68
24706,9.39000000,1,62
24707,9.54000000,1,47
24708,8.99000000,1,102
24709,8.66000000,1,135
24710,9.36000000,1,65
24711,9.30000000,1,71
24712,9.28000000,1,73
24713,9.27000000,1,74
24714,7.86000000,1,215
24715,-10.38000000,0,39
24716,9.48000000,1,53
24717,-10.70000000,0,71
24718,8.24000000,1,177
24719,-10.27000000,0,28
24720,-10.11000000,0,12
24721,9.33000000,1,68
24722,9.54000000,1,47
24723,8.99000000,1,102
24724,9.55000000,1,46
24725,-10.12000000,0,13
24726,8.94000000,1,107
24727,9.29000000,1,72
24728,9.37000000,1,64
24729,-10.11000000,0,12
24730,9.37000000,1,64
24731,-10.22000000,0,23
24732,9.35000000,1,66
24733,8.62000000,1,139
24734,9.11000000,1,90
24735,8.98000000,1,103
24736,9.24000000,1,77
24737,9.00000000,1,101
24738,9.54000000,1,47
24739,-10.12000000,0,13
24740,8.76000000,1,125
24741,9.20000000,1,81
24742,9.58000000,1,43
24743,9.49000000,1,52
24744,-10.21000000,0,22
24745,8.93000000,1,108
24746,8.28000000,1,173
24747,9.26000000,1,75
24748,-10.09000000,0,10
24749,8.61000000,1,140
24750,9.02000000,1,99
24751,-10.18000000,0,19
24752,8.54000000,1,147
24753,8.38000000,1,163
24754,9.47000000,1,54
24755,-10.07000000,0,8
24756,9.25000000,1,76
24757,9.46000000,1,55
24758,8.97000000,1,104
24759,8.70000000,1,131
24760,9.44000000,1,57
24761,-10.15000000,0,16
24762,-10.29000000,0,30
24763,9.33000000,1,68
24764,8.63000000,1,138
24765,9.40000000,1,61
24766,8.74000000,1,127
24767,-10.58000000,0,59
24768,9.38000000,1,63
24769,9.21000000,1,80
24770,9.43000000,1,58
24771,9.37000000,1,64
24772,9.27000000,1,74
24773,8.82000000,1,119
24774,-10.65000000,0,66
24775,9.25000000,1,76
24776,-10.74000000,0,75
24777,-10.27000000,0,28
24778,8.96000000,1,105
24779,9.45000000,1,56
24780,-10.18000000,0,19
24781,9.09000000,1,92
24782,8.55000000,1,146
24783,9.24000000,1,77
24784,-10.70000000,0,71
24785,9.04000000,1,97
24786,9.30000000,1,71
24787,-11.04000000,0,105
24788,9.42000000,1,59
24789,9.46000000,1,55
24790,-10.70000000,0,71
24791,9.14000000,1,87
24792,-10.15000000,0,16
24793,-10.25000000,0,26
24794,9.60000000,1,41
24795,9.22000000,1,79
24796,9.14000000,1,87
24797,8.95000000,1,106
24798,9.59000000,1,42
24799,9.74000000,1,27
24800,9.63000000,1,38
24801,9.32000000,1,69
24802,-10.14000000,0,15
24803,9.43000000,1,58
24804,8.89000000,1,112
24805,8.69000000,1,132
24806,9.42000000,1,59
24807,-10.65000000,0,66
24808,9.23000000,1,78
24809,9.22000000,1,79
24810,9.20000000,1,81
24811,-10.67000000,0,68
24812,-10.59000000,0,60
24813,8.85000000,1,116
24814,8.65000000,1,136
24815,9.27000000,1,74
24816,9.53000000,1,48
24817,9.56000000,1,45
24818,-10.13000000,0,14
24819,9.47000000,1,54
24820,9.49000000,1,52
24821,9.47000000,1,54
24822,-10.98000000,0,99
24823,9.41000000,1,60
24824,-10.16000000,0,17
24825,-10.29000000,0,30
24826,9.23000000,1,78
24827,-10.81000000,0,82
24828,-10.29000000,0,30
24829,-10.28000000,0,29
24830,9.19000000,1,82
24831,9.25000000,1,76
24832,9.67000000,1,34
24833,9.21000000,1,80
24834,-10.14000000,0,15
24835,9.35000000,1,66
24836,8.85000000,1,116
24837,9.13000000,1,88
24838,8.97000000,1,104
24839,-10.96000000,0,97
24840,-10.39000000,0,40
24841,9.41000000,1,60
24842,-10.49000000,0,50
24843,8.80000000,1,121
24844,-10.15000000,0,16
24845,8.80000000,1,121
24846,8.90000000,1,111
24847,-10.39000000,0,40
24848,9.19000000,1,82
24849,8.48000000,1,153
24850,8.69000000,1,132
24851,9.60000000,1,41
24852,-10.19000000,0,20
24853,9.12000000,1,89
24854,9.27000000,1,74
24855,-10.69000000,0,70
24856,9.21000000,1,80
24857,9.03000000,1,98
24858,8.11000000,1,190
24859,9.13000000,1,88
24860,8.88000000,1,113
24861,-10.38000000,0,39
24862,-10.06000000,0,7
24863,9.42000000,1,59
24864,9.15000000,1,86
24865,-11.07000000,0,108
24866,8.58000000,1,143
24867,9.19000000,1,82
24868,-10.12000000,0,13
24869,9.47000000,1,54
24870,9.05000000,1,96
24871,9.25000000,1,76
24872,9.60000000,1,41
24873,9.21000000,1,80
24874,8.18000000,1,183
24875,9.13000000,1,88
24876,8.88000000,1,113
24877,9.05000000,1,96
24878,9.27000000,1,74
24879,9.28000000,1,73
24880,-10.67000000,0,68
24881,9.11000000,1,90
24882,9.02000000,1,99
24883,-10.57000000,0,58
24884,-10.73000000,0,74
24885,9.26000000,1,75
24886,8.07000000,1,194
24887,9.55000000,1,46
24888,7.85000000,1,216
24889,-10.70000000,0,71
24890,9.67000000,1,34
24891,9.38000000,1,63
24892,9.42000000,1,59
24893,9.34000000,1,67
24894,9.64000000,1,37
24895,-10.56000000,0,57
24896,9.08000000,1,93
24897,9.30000000,1,71
24898,9.12000000,1,89
24899,9.53000000,1,48
24900,9.28000000,1,73
24901,9.40000000,1,61
24902,9.07000000,1,94
24903,8.04000000,1,197
24904,9.53000000,1,48
24905,8.81000000,1,120
24906,8.71000000,1,130
24907,9.44000000,1,57
24908,-10.30000000,0,31
24909,9.41000000,1,60
24910,9.43000000,1,58
24911,-10.24000000,0,25
24912,8.82000000,1,119
24913,-11.07000000,0,108
24914,9.25000000,1,76
24915,8.03000000,1,198
24916,9.38000000,1,63
24917,9.33000000,1,68
24918,-10.14000000,0,15
24919,9.08000000,1,93
24920,-10.77000000,0,78
24921,9.11000000,1,90
24922,9.30000000,1,71
24923,9.02000000,1,99
24924,8.88000000,1,113
24925,9.20000000,1,81
24926,9.05000000,1,96
24927,8.96000000,1,105
24928,-10.11000000,0,12
24929,8.27000000,1,174
24930,9.32000000,1,69
24931,9.15000000,1,86
24932,-10.59000000,0,60
24933,9.29000000,1,72
24934,9.51000000,1,50
24935,-10.26000000,0,27
24936,-10.12000000,0,13
24937,8.87000000,1,114
24938,-10.50000000,0,51
24939,9.32000000,1,69
24940,8.95000000,1,106
24941,9.05000000,1,96
24942,-10.20000000,0,21
24943,8.99000000,1,102
24944,9.30000000,1,71
24945,8.92000000,1,109
24946,8.84000000,1,117
24947,-10.80000000,0,81
24948,9.27000000,1,74
24949,8.39000000,1,162
24950,-10.40000000,0,41
24951,9.43000000,1,58
24952,-10.56000000,0,57
24953,9.24000000,1,77
24954,9.29000000,1,72
24955,-10.13000000,0,14
24956,8.99000000,1,102
24957,-10.11000000,0,12
24958,9.50000000,1,51
24959,9.32000000,1,69
24960,9.46000000,1,55
24961,9.26000000,1,75
24962,9.35000000,1,66
24963,9.18000000,1,83
24964,-10.52000000,0,53
24965,-10.18000000,0,19
24966,9.16000000,1,85
24967,-10.25000000,0,26
24968,-10.46000000,0,47
24969,9.23000000,1,78
24970,9.52000000,1,49
24971,9.49000000,1,52
24972,9.29000000,1,72
24973,9.28000000,1,73
24974,9.38000000,1,63
24975,9.42000000,1,59
24976,-10.19000000,0,20
24977,8.67000000,1,134
24978,9.22000000,1,79
24979,9.29000000,1,72
24980,-10.05000000,0,6
24981,-10.29000000,0,30
24982,9.28000000,1,73
24983,-10.08000000,0,9
24984,9.55000000,1,46
24985,9.37000000,1,64
24986,9.61000000,1,40
24987,9.46000000,1,55
24988,-10.05000000,0,6
24989,9.42000000,1,59
24990,-10.34000000,0,35
24991,-10.32000000,0,33
24992,9.30000000,1,71
24993,9.00000000,1,101
24994,8.91000000,1,110
24995,9.26000000,1,75
24996,9.33000000,1,68
24997,9.11000000,1,90
24998,-10.29000000,0,30
24999,9.48000000,1,53
25000,9.42000000,1,59
25001,9.02000000,1,99
25002,9.57000000,1,44
25003,8.89000000,1,112
25004,9.38000000,1,63
25005,9.10000000,1,91
25006,-10.63000000,0,64
25007,-10.52000000,0,53
25008,9.15000000,1,86
25009,-10.19000000,0,20
25010,8.38000000,1,163
25011,8.23000000,1,178
25012,-10.50000000,0,51
25013,9.20000000,1,81
25014,-10.10000000,0,11
25015,-10.43000000,0,44
25016,9.39000000,1,62
25017,9.35000000,1,66
25018,8.74000000,1,127
25019,9.44000000,1,57
25020,9.57000000,1,44
25021,9.14000000,1,87
25022,9.41000000,1,60
25023,8.94000000,1,107
25024,8.77000000,1,124
25025,9.54000000,1,47
25026,9.25000000,1,76
25027,-10.24000000,0,25
25028,9.38000000,1,63
25029,9.04000000,1,97
25030,8.88000000,1,113
25031,-10.30000000,0,31
25032,8.78000000,1,123
25033,9.45000000,1,56
25034,-10.28000000,0,29
25035,9.51000000,1,50
25036,-10.06000000,0,7
25037,9.21000000,1,80
25038,-10.23000000,0,24
25039,9.40000000,1,61
25040,9.38000000,1,63
25041,9.58000000,1,43
25042,9.28000000,1,73
25043,9.31000000,1,70
25044,9.11000000,1,90
25045,-10.17000000,0,18
25046,8.79000000,1,122
25047,9.06000000,1,95
25048,-10.13000000,0,14
25049,-10.11000000,0,12
25050,9.24000000,1,77
25051,9.04000000,1,97
25052,9.31000000,1,70
25053,-10.92000000,0,93
25054,-10.20000000,0,21
25055,-10.30000000,0,31
25056,8.96000000,1,105
25057,9.26000000,1,75
25058,9.18000000,1,83
25059,9.05000000,1,96
25060,9.19000000,1,82
25061,9.30000000,1,71
25062,-10.31000000,0,32
25063,9.58000000,1,43
25064,9.09000000,1,92
25065,8.87000000,1,114
25066,9.29000000,1,72
25067,9.39000000,1,62
25068,9.54000000,1,47
25069,8.86000000,1,115
25070,9.42000000,1,59
25071,8.79000000,1,122
25072,9.16000000,1,85
25073,9.26000000,1,75
25074,-10.36000000,0,37
25075,9.32000000,1,69
25076,9.00000000,1,101
25077,-10.14000000,0,15
25078,9.29000000,1,72
25079,8.58000000,1,143
25080,-10.34000000,0,35
25081,8.96000000,1,105
25082,9.30000000,1,71
25083,9.22000000,1,79
25084,9.37000000,1,64
25085,-10.26000000,0,27
25086,9.02000000,1,99
25087,9.00000000,1,101
25088,9.31000000,1,70
25089,8.84000000,1,117
25090,8.39000000,1,162
25091,9.31000000,1,70
25092,9.30000000,1,71
25093,9.59000000,1,42
25094,8.70000000,1,131
25095,8.85000000,1,116
25096,9.32000000,1,69
25097,9.39000000,1,62
25098,-10.85000000,0,86
25099,8.17000000,1,184
25100,9.16000000,1,85
25101,9.11000000,1,90
25102,9.50000000,1,51
25103,8.54000000,1,147
25104,8.98000000,1,103
25105,9.36000000,1,65
25106,9.16000000,1,85
25107,-10.33000000,0,34
25108,9.15000000,1,86
25109,-10.49000000,0,50
25110,-10.28000000,0,29
25111,9.51000000,1,50
25112,9.35000000,1,66
25113,9.17000000,1,84
25114,9.19000000,1,82
25115,9.43000000,1,58
25116,9.17000000,1,84
25117,9.17000000,1,84
25118,-10.33000000,0,34
25119,8.72000000,1,129
25120,9.30000000,1,71
25121,-10.51000000,0,52
25122,9.22000000,1,79
25123,-10.39000000,0,40
25124,9.26000000,1,75
25125,8.96000000,1,105
25126,-10.04000000,0,5
25127,8.81000000,1,120
25128,9.43000000,1,58
25129,8.69000000,1,132
25130,8.82000000,1,119
25131,9.36000000,1,65
25132,-10.64000000,0,65
25133,9.23000000,1,78
25134,9.14000000,1,87
25135,9.15000000,1,86
25136,8.70000000,1,131
25137,-10.40000000,0,41
25138,9.56000000,1,45
25139,-10.18000000,0,19
25140,9.43000000,1,58
25141,-10.17000000,0,18
25142,9.18000000,1,83
25143,9.11000000,1,90
25144,8.30000000,1,171
25145,9.44000000,1,57
25146,9.12000000,1,89
25147,9.47000000,1,54
25148,9.22000000,1,79
25149,9.07000000,1,94
25150,9.06000000,1,95
25151,9.27000000,1,74
25152,9.23000000,1,78
25153,9.60000000,1,41
25154,9.15000000,1,86
25155,-10.68000000,0,69
25156,9.10000000,1,91
25157,9.05000000,1,96
25158,9.11000000,1,90
25159,-10.44000000,0,45
25160,9.35000000,1,66
25161,8.82000000,1,119
25162,9.30000000,1,71
25163,8.30000000,1,171
25164,-10.05000000,0,6
25165,9.50000000,1,51
25166,8.86000000,1,115
25167,-10.82000000,0,83
25168,9.23000000,1,78
25169,-10.16000000,0,17
25170,8.97000000,1,104
25171,-10.13000000,0,14
25172,9.52000000,1,49
25173,8.72000000,1,129
25174,-10.20000000,0,21
25175,9.44000000,1,57
25176,9.00000000,1,101
25177,8.20000000,1,181
25178,9.35000000,1,66
25179,-11.40000000,0,141
25180,-10.37000000,0,38
25181,8.89000000,1,112
25182,9.52000000,1,49
25183,9.43000000,1,58
25184,9.09000000,1,92
25185,8.74000000,1,127
25186,9.33000000,1,68
25187,9.50000000,1,51
25188,9.35000000,1,66
25189,8.68000000,1,133
25190,-10.23000000,0,24
25191,9.40000000,1,61
25192,9.18000000,1,83
25193,9.01000000,1,100
25194,9.35000000,1,66
25195,8.86000000,1,115
25196,9.18000000,1,83
25197,9.62000000,1,39
25198,9.31000000,1,70
25199,9.37000000,1,64
25200,-10.65000000,0,66
25201,8.97000000,1,104
25202,9.59000000,1,42
25203,9.47000000,1,54
25204,-10.24000000,0,25
25205,9.30000000,1,71
25206,-10.18000000,0,19
25207,8.70000000,1,131
25208,9.34000000,1,67
25209,9.29000000,1,72
25210,9.16000000,1,85
25211,9.50000000,1,51
25212,9.04000000,1,97
25213,-10.23000000,0,24
25214,8.96000000,1,105
25215,8.65000000,1,136
25216,-10.88000000,0,89
25217,9.26000000,1,75
25218,9.53000000,1,48
25219,8.71000000,1,130
25220,9.35000000,1,66
25221,-11.10000000,0,111
